ENT,CVE_MUN,MUN,POB_TOT,ANALF,SPRIM,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,IM,GM,LUG_NAC,LUGAR_EST,AÑO
Oaxaca,20314,San Pedro Juchatengo,1587,20.61,58.22,50.71,22.12,98.63,69,50.03,100,81.94,0.56,Alto,718,308,1990
Oaxaca,20528,Santos Reyes Tepejillo,1587,44.04,75.72,64.34,6.05,7.62,74.37,74.51,100,74.22,0.629,Alto,662,284,1990
Oaxaca,20252,San Mateo PeÒasco,1573,50.29,77.53,83.03,61.54,60.78,75.59,83.98,100,89.96,1.641,Muy alto,133,56,1990
Oaxaca,20568,Zapotitl·n Palmas,1572,39.17,74.56,61.7,1.46,14.38,74.75,30.73,100,81.05,0.38,Alto,871,358,1990
Oaxaca,20158,San Jacinto Tlacotepec,1561,38.7,82.81,95.56,98.7,99.27,89.45,99.87,100,82.6,2.231,Muy alto,20,10,1990
Oaxaca,20179,San Juan Bautista Jayacatl·n,1550,19.17,65.9,24.9,11.03,27.05,71.1,84.06,100,93.95,0.382,Alto,869,357,1990
Oaxaca,20428,Santa MarÌa Quiegolani,1539,55.79,83.07,95.16,20.56,2.69,79.34,92.94,100,96.3,1.457,Muy alto,201,97,1990
Oaxaca,20230,San Lorenzo Victoria,1522,24.22,45.25,38.3,8.15,3.81,68.44,42.64,100,79.82,-0.238,Medio,1412,479,1990
Oaxaca,20368,Santa Catarina Minas,1514,24.86,70.4,52.58,4.82,45.77,68.09,58.19,100,93.03,0.517,Alto,758,321,1990
Oaxaca,20183,San Juan Bautista Tlachichilco,1511,39.95,77.66,86.76,19.19,23.31,71.59,63.4,100,85.5,0.912,Alto,474,223,1990
Oaxaca,20194,San Juan del RÌo,1509,26.94,63.44,50.7,3.71,4.31,59.06,17.89,100,78.54,-0.246,Medio,1417,481,1990
Oaxaca,20438,Santa MarÌa Tlalixtac,1507,57.95,91.3,71.79,62.51,49.65,78.52,94.31,100,98.35,1.919,Muy alto,57,25,1990
Oaxaca,20477,Santiago Minas,1506,32.3,78.01,78.95,77.76,80.55,84.19,84.43,100,80.16,1.627,Muy alto,142,65,1990
Oaxaca,20433,Santa MarÌa Temaxcaltepec,1495,60.34,88.53,88.49,47.42,34.11,77.74,87.18,100,82.5,1.638,Muy alto,136,59,1990
Oaxaca,20296,San Pablo Macuiltianguis,1482,12.51,57.35,21.27,4.55,3.11,59.57,56.54,100,86.3,-0.326,Medio,1479,493,1990
Oaxaca,20128,San CristÛbal Lachirioag,1475,29.52,75.88,55.25,1.49,5.02,51,82.28,100,95.79,0.377,Alto,872,359,1990
Oaxaca,20152,San Francisco Tlapancingo,1472,54.89,80.58,72.62,6.45,54.4,73.96,82.51,100,94.56,1.333,Muy alto,254,125,1990
Oaxaca,20221,San Juan Teposcolula,1457,21.87,58.61,50.76,7.17,55.46,58.01,45.09,100,84.99,0.146,Alto,1079,409,1990
Oaxaca,20456,Santiago Cacaloxtepec,1454,50.38,80.28,50.41,1.72,1.31,63.47,47.52,100,81.94,0.396,Alto,851,351,1990
Oaxaca,20342,San Raymundo Jalpan,1429,7.01,45.54,38.98,6.65,13.72,77.21,40.97,100,84.33,-0.232,Medio,1410,478,1990
Oaxaca,20247,Capul·lpam de MÈndez,1427,8.22,29.12,3.71,0.07,3.08,60.9,33.01,100,84.59,-0.916,Bajo,1924,555,1990
Oaxaca,20092,San AndrÈs Ixtlahuaca,1412,20.73,48.74,33.83,5.76,59.56,65.12,44.63,100,87.95,0.061,Alto,1144,430,1990
Oaxaca,20501,Santiago Yucuyachi,1407,36.8,63.74,62.76,6.77,20.3,55.42,49.57,100,81.94,0.208,Alto,1026,395,1990
Oaxaca,20056,M·rtires de Tacubaya,1403,27.36,65.21,74.55,16.46,58.45,69.26,57.38,100,94.94,0.783,Alto,547,253,1990
Oaxaca,20001,Abejones,1402,20.6,62.19,90.25,2.07,3.52,93.05,98.92,100,98.18,0.964,Alto,443,214,1990
Oaxaca,20329,San Pedro Teozacoalco,1400,18.75,66.58,60.57,48.29,40.5,73.91,95.79,100,99.06,1.029,Alto,404,196,1990
Oaxaca,20144,San Francisco Jaltepetongo,1392,14.4,62.37,35.42,19.97,42.31,64.71,44.97,100,88.57,0.132,Alto,1085,412,1990
Oaxaca,20319, San Pedro Mixtepec -Dto. 26 -                    ,1383,33.21,66.05,68.76,3.83,4.19,76.17,62.18,100,84.72,0.473,Alto,784,331,1990
Oaxaca,20062,Natividad,1373,7.55,22.15,18.53,1.09,0.29,68.22,32.72,100,89.42,-0.778,Bajo,1815,542,1990
Oaxaca,20241,San MartÌn Lachil·,1356,31.85,55.11,37.24,10.84,31.64,72.03,56.86,100,75,0.166,Alto,1065,406,1990
Oaxaca,20109,San Antonio NanahuatÌpam,1352,17.6,44.21,20.19,8.8,12.48,66.42,20.41,100,83.99,-0.488,Medio,1608,513,1990
Oaxaca,20357,Santa Ana Tavela,1351,14.92,59.82,48.04,24.5,4.59,60.87,57.14,100,93.58,0.097,Alto,1113,419,1990
Oaxaca,20289,San Nicol·s,1342,32.3,75.13,59.24,12.67,36.89,71.38,63.71,100,88.74,0.707,Alto,609,273,1990
Oaxaca,20508,Santo Domingo Chihuit·n,1340,20.54,49.12,19.85,7.24,9.48,49.52,22.14,100,77.32,-0.691,Bajo,1757,531,1990
Oaxaca,20165,San JosÈ Ayuquila,1334,34.33,71.51,82.46,14.69,59.52,69.04,41.75,100,95.88,0.878,Alto,492,230,1990
Oaxaca,20162,San JerÛnimo Taviche,1330,23.75,69.88,89.66,10.81,36.84,82.87,81.34,100,88.22,0.967,Alto,442,213,1990
Oaxaca,20389,Santa InÈs Yatzeche,1325,50.58,81.39,83.02,7.47,97.18,86.27,68.13,100,90.78,1.604,Muy alto,151,70,1990
Oaxaca,20032,Fresnillo de Trujano,1324,38.33,73.08,80.44,18.66,55.59,65.02,43.98,100,91.45,0.846,Alto,506,238,1990
Oaxaca,20562,Magdalena Yodocono de Porfirio DÌaz,1311,27.4,57.52,53.85,9.08,9.61,67.25,49.73,100,92,0.195,Alto,1040,399,1990
Oaxaca,20274,San Miguel Piedras,1307,7.5,53.76,84.47,98.09,88.68,86.97,99.31,100,94.74,1.584,Muy alto,159,74,1990
Oaxaca,20192,San Juan Chilateca,1302,8.34,34.39,16.44,3.53,16.6,52.59,14.71,100,83.03,-0.918,Bajo,1926,556,1990
Oaxaca,20547,Teotongo,1298,29.9,60.08,40.67,11.99,13.11,58.33,44.68,100,91.86,0.068,Alto,1138,427,1990
Oaxaca,20303,San Pedro Cajonos,1283,23.26,54.78,52.16,3.37,2.9,55.02,68.31,100,87.06,-0.038,Medio,1222,444,1990
Oaxaca,20145,San Francisco LachigolÛ,1282,14.71,39.12,22.47,5.77,41.66,66.94,31.09,100,77.98,-0.416,Medio,1555,503,1990
Oaxaca,20292,San Pablo Cuatro Venados,1280,21.48,62.7,77.4,98.46,89.43,89.44,96.01,100,96.59,1.812,Muy alto,82,35,1990
Oaxaca,20564,Yutanduchi de Guerrero,1266,31.68,68.15,75.04,11.22,77.54,70.73,95.57,100,95.95,1.178,Muy alto,325,159,1990
Oaxaca,20110,San Antonio Sinicahua,1261,51.12,77.78,90.82,84.53,98.33,81.85,99.42,100,96.14,2.247,Muy alto,18,8,1990
Oaxaca,20304,San Pedro Coxcaltepec C·ntaros,1250,17.12,59.32,63.04,46.88,69.68,65.34,63.12,100,97.79,0.795,Alto,539,250,1990
Oaxaca,20480,Santiago Nundiche,1240,38.15,69.57,98.22,81.9,87.73,77.2,87.48,100,98.85,1.909,Muy alto,59,26,1990
Oaxaca,20361,Santa Catalina QuierÌ,1239,21.13,76.73,36.4,8.31,5.25,79.08,97.98,100,95.51,0.64,Alto,652,282,1990
Oaxaca,20359,Santa Ana Yareni,1234,21.91,62.64,3.97,3.16,0.89,71.22,84.48,100,50,-0.371,Medio,1528,498,1990
Oaxaca,20127,San CristÛbal Amoltepec,1221,43.25,73.49,94.07,50.17,98.79,87.34,87.18,100,95.05,1.931,Muy alto,54,24,1990
Oaxaca,20239,San MartÌn Huamel˙lpam,1220,20.57,56.67,28.28,14.18,47.38,62.45,53.2,100,89.42,0.122,Alto,1094,416,1990
Oaxaca,20011,Calihual·,1206,36.06,65.27,62.35,5.97,20.4,59.4,57.79,100,95.8,0.445,Alto,806,336,1990
Oaxaca,20257,San Melchor Betaza,1202,51.33,81.11,89.52,6.07,53.74,57.19,89.05,100,87.99,1.17,Muy alto,328,161,1990
Oaxaca,20258,San Miguel Achiutla,1198,17.47,57.51,58.21,55.3,30.74,58.56,64.15,100,95.86,0.507,Alto,763,324,1990
Oaxaca,20382,Santa Cruz Tacahua,1198,27.24,52.93,59.35,70.53,72.95,77.86,97.5,100,97.45,1.31,Muy alto,266,133,1990
Oaxaca,20216,San Juan Taba·,1195,18.22,63.04,76.23,12.64,8.79,65.98,95.29,100,95.36,0.584,Alto,699,298,1990
Oaxaca,20250,San Mateo Etlatongo,1185,18.23,50.14,38.73,15.78,46.41,71.97,41.94,100,92.81,0.181,Alto,1051,403,1990
Oaxaca,20445,Santa MarÌa Yosoy˙a,1180,45.6,75.04,91.1,70.68,56.61,81.63,88.47,100,92.08,1.764,Muy alto,93,42,1990
Oaxaca,20053,Magdalena Tlacotepec,1165,29.61,59.07,36.82,1.72,64.23,57.89,22.39,100,68.63,-0.136,Medio,1305,459,1990
Oaxaca,20262,San Miguel Amatl·n,1164,9.55,51.83,8.89,5.76,5.18,62.9,68.59,100,93.78,-0.282,Medio,1445,491,1990
Oaxaca,20313,San Pedro Jocotipac,1159,38.79,68.4,40.92,20.32,22.75,71.92,83.9,100,97.5,0.785,Alto,545,251,1990
Oaxaca,20132,San Dionisio Ocotl·n,1156,15.22,46.43,34.34,3.11,99.39,62.5,16.35,100,83.04,-0.073,Medio,1258,450,1990
Oaxaca,20461,Santiago del RÌo,1154,41.85,76.08,46.88,8.06,44.81,56.86,49.83,100,94.17,0.564,Alto,716,306,1990
Oaxaca,20276,San Miguel Santa Flor,1147,69.59,92.45,83.63,42.63,48.65,84.65,95.99,100,96.85,2.072,Muy alto,33,14,1990
Oaxaca,20522,Santo Domingo XagacÌa,1132,28.94,62.25,71.39,21.39,29.06,60.79,81.28,100,90.27,0.621,Alto,672,289,1990
Oaxaca,20283,San Miguel Tequixtepec,1129,20.15,62.66,56.16,16.39,50.84,64.26,50.18,100,94.58,0.429,Alto,817,341,1990
Oaxaca,20022,Cosoltepec,1123,13.36,57.35,63.58,13.89,16.47,51.03,31.85,100,88.2,-0.167,Medio,1324,463,1990
Oaxaca,20251,San Mateo Nej·pam,1122,52.43,85.07,99.29,19.25,98.66,86.59,99.55,100,68.75,1.791,Muy alto,88,38,1990
Oaxaca,20529,Santos Reyes Yucun·,1121,68.4,90.4,80.73,25.6,96.82,82.08,78.7,100,67.74,1.744,Muy alto,100,44,1990
Oaxaca,20321,San Pedro Nopala,1116,26.85,66.42,77.36,27.15,41.42,78.67,57.7,100,97.46,0.917,Alto,469,220,1990
Oaxaca,20374,Santa Cruz Acatepec,1116,53.64,78.96,14.68,58.78,27.23,72.17,91.8,100,94.33,1.146,Muy alto,337,165,1990
Oaxaca,20436,Santa MarÌa Texcatitl·n,1096,61.32,78.33,3.91,100,3.17,67.84,98.97,100,97.18,1.287,Muy alto,270,136,1990
Oaxaca,20199,San Juan Ihualtepec,1095,38.28,80.1,84.66,17.26,100,61.57,38.9,100,89.57,1.071,Alto,372,181,1990
Oaxaca,20290,San Nicol·s Hidalgo,1076,24.71,63.47,60.78,3.9,7.06,70.29,37.64,100,95.17,0.222,Alto,1009,392,1990
Oaxaca,20101,San AndrÈs Zabache,1074,38.64,73.71,42.44,1.49,58.75,74.62,65.38,100,83.49,0.703,Alto,611,274,1990
Oaxaca,20420,Santa MarÌa LachixÌo,1074,46.57,83.18,45.56,57.91,30.81,91.48,84.08,100,74.07,1.283,Muy alto,271,137,1990
Oaxaca,20463,Santiago Huauclilla,1065,13.69,63.41,48.4,32.77,47.6,54.17,58,100,95.41,0.334,Alto,910,368,1990
Oaxaca,20542,Taniche,1063,25,67.5,12.32,5.93,51.46,74.13,47.7,100,91.6,0.281,Alto,954,380,1990
Oaxaca,20465,Santiago Ixcuintepec,1059,55.46,69.68,55.62,15.01,21.71,73.19,93.58,100,89.56,1.016,Alto,415,199,1990
Oaxaca,20018,ConcepciÛn Buenavista,1048,17.97,75.99,71.47,27.29,61.93,59.29,53.63,100,96.28,0.726,Alto,592,267,1990
Oaxaca,20448,Santa MarÌa Zaniza,1038,43.45,88.02,73.72,26.69,22.41,78.33,96.65,100,84.03,1.266,Muy alto,283,142,1990
Oaxaca,20121,San Bartolo Soyaltepec,1016,29.29,65.88,68.01,41.93,49.51,58.82,30.81,100,97.22,0.617,Alto,676,291,1990
Oaxaca,20008,AsunciÛn Tlacolulita,1013,17.83,65.64,76.9,8.19,5.23,59.49,36.53,100,93.51,0.131,Alto,1087,413,1990
Oaxaca,20149,San Francisco Sola,1010,29.17,67.1,51.05,36.35,31.34,70.62,66.95,100,91.88,0.694,Alto,618,276,1990
Oaxaca,20331,San Pedro Tida·,1002,27.3,74.04,40.92,7.49,11.58,58.14,70.26,100,96.31,0.336,Alto,908,367,1990
Oaxaca,20078,Rojas de CuauhtÈmoc,993,9.87,40.81,25.88,2.32,93.41,59.07,27.79,100,81.07,-0.264,Medio,1430,485,1990
Oaxaca,20402,Santa MarÌa Cortijo,951,27.65,59.95,84.92,17.35,99.37,77.84,56.54,100,95.9,1.117,Alto,344,170,1990
Oaxaca,20299,San Pablo Yaganiza,947,32.92,63.25,67.98,3.63,6.51,66.51,82.92,100,92.88,0.54,Alto,737,313,1990
Oaxaca,20510,Santo Domingo Ixcatl·n,943,27.63,50.4,80.29,54.98,59.35,62.96,72.87,100,80.12,0.762,Alto,566,258,1990
Oaxaca,20355,Santa Ana CuauhtÈmoc,941,33.39,83.39,74.18,42.61,30.61,75.12,88.74,100,89.93,1.227,Muy alto,299,149,1990
Oaxaca,20371,Santa Catarina Ticu·,931,55.84,75.42,77.55,61.56,76.53,50.57,70.75,100,95.65,1.417,Muy alto,213,102,1990
Oaxaca,20440,Santa MarÌa Totolapilla,929,37.28,62.95,59.56,1.72,7.94,70.97,51.67,100,77.12,0.239,Alto,992,388,1990
Oaxaca,20335,San Pedro Yaneri,926,13.43,76.39,80,54,84.99,74.12,99.23,100,93.44,1.41,Muy alto,216,103,1990
Oaxaca,20049,Magdalena Ocotl·n,924,20.96,62.9,45.56,8.33,58.41,70.06,67.64,100,92.14,0.514,Alto,759,322,1990
Oaxaca,20282,San Miguel Tenango,920,18.2,56.56,72.72,32.83,76.41,72.04,68.48,100,89.63,0.818,Alto,523,244,1990
Oaxaca,20322,San Pedro Ocopetatillo,900,51.69,81.97,23.41,28.78,5.57,79.89,95.88,100,93.58,1.032,Alto,401,194,1990
Oaxaca,20209, San Juan Mixtepec -Dto. 26 -                     ,898,48.98,77.7,97.09,4.57,2.24,66.16,70.2,100,80.17,0.8,Alto,536,248,1990
Oaxaca,20122,San Bartolo Yautepec,886,9.44,48.09,83.41,5.3,6.09,58.5,45.6,100,96.36,-0.032,Medio,1219,443,1990
Oaxaca,20432,Santa MarÌa Temaxcalapa,885,23.24,63.86,73.99,1.36,2.91,71.5,92.54,100,95,0.583,Alto,701,299,1990
Oaxaca,20186,San Juan Cieneguilla,882,21.48,53.25,51.25,2.83,0.91,62.8,39.68,100,75.68,-0.282,Medio,1444,490,1990
Oaxaca,20204,San Juan Lajarcia,878,18.16,44.94,72.32,4.56,5.35,72.11,43.18,100,93.18,0.068,Alto,1139,428,1990
Oaxaca,20403,Santa MarÌa Coyotepec,877,10.65,39.12,16.19,3.76,13.57,66.67,16.65,100,80.24,-0.715,Bajo,1775,532,1990
Oaxaca,20114,San Baltazar Yatzachi el Bajo,868,33.9,71.35,70.79,1.61,32.1,44.44,68.56,100,65.73,0.147,Alto,1077,408,1990
Oaxaca,20422,Santa MarÌa Nativitas,865,27.22,66.92,67.51,45.66,37.11,52.46,49.48,100,92.77,0.548,Alto,726,311,1990
Oaxaca,20168,San JosÈ Estancia Grande,864,39.77,66.82,76.69,11,82.85,69.59,57.23,100,84.75,0.936,Alto,462,218,1990
Oaxaca,20404,Santa MarÌa Chacho·pam,859,13.55,57.14,41.21,22.58,40.4,58.29,37.6,100,89.27,0.001,Medio,1188,439,1990
